Segment,Country, Product , Discount Band , Units Sold , Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales , COGS , Profit ,Date,Month Number, Month Name ,Year
Small Business,Canada, Paseo , Medium ," $1,094.00 ", $10.00 , $300.00 ," $3,28,200.00 "," $29,538.00 "," $2,98,662.00 "," $2,73,500.00 "," $25,162.00 ",01/06/2014,6, June ,2014
Midmarket,France, Paseo , Medium ," $1,227.00 ", $10.00 , $15.00 ," $18,405.00 "," $1,656.45 "," $16,748.55 "," $12,270.00 "," $4,478.55 ",01/10/2014,10, October ,2014
Channel Partners,Mexico, Paseo , Medium , $367.00 , $10.00 , $12.00 ," $4,404.00 ", $396.36 ," $4,007.64 "," $1,101.00 "," $2,906.64 ",01/10/2013,10, October ,2013
Small Business,France, Paseo , Medium ," $1,324.00 ", $10.00 , $300.00 ," $3,97,200.00 "," $35,748.00 "," $3,61,452.00 "," $3,31,000.00 "," $30,452.00 ",01/11/2014,11, November ,2014
Channel Partners,Germany, Paseo , Medium ," $1,775.00 ", $10.00 , $12.00 ," $21,300.00 "," $1,917.00 "," $19,383.00 "," $5,325.00 "," $14,058.00 ",01/11/2013,11, November ,2013
Enterprise,United States of America, Paseo , Medium ," $2,797.00 ", $10.00 , $125.00 ," $3,49,625.00 "," $31,466.25 "," $3,18,158.75 "," $3,35,640.00 "," $(17,481.25)",01/12/2014,12, December ,2014
Midmarket,Mexico, Velo , Medium , $245.00 , $120.00 , $15.00 ," $3,675.00 ", $330.75 ," $3,344.25 "," $2,450.00 ", $894.25 ,01/05/2014,5, May ,2014
Small Business,Canada, Velo , Medium ," $3,793.50 ", $120.00 , $300.00 ," $11,38,050.00 "," $1,02,424.50 "," $10,35,625.50 "," $9,48,375.00 "," $87,250.50 ",01/07/2014,7, July ,2014
Government,Germany, Velo , Medium ," $1,307.00 ", $120.00 , $350.00 ," $4,57,450.00 "," $41,170.50 "," $4,16,279.50 "," $3,39,820.00 "," $76,459.50 ",01/07/2014,7, July ,2014
Enterprise,Canada, Velo , Medium , $567.00 , $120.00 , $125.00 ," $70,875.00 "," $6,378.75 "," $64,496.25 "," $68,040.00 "," $(3,543.75)",01/09/2014,9, September ,2014
Enterprise,Mexico, Velo , Medium ," $2,110.00 ", $120.00 , $125.00 ," $2,63,750.00 "," $23,737.50 "," $2,40,012.50 "," $2,53,200.00 "," $(13,187.50)",01/09/2014,9, September ,2014
Government,Canada, Velo , Medium ," $1,269.00 ", $120.00 , $350.00 ," $4,44,150.00 "," $39,973.50 "," $4,04,176.50 "," $3,29,940.00 "," $74,236.50 ",01/10/2014,10, October ,2014
Channel Partners,United States of America, VTT , Medium ," $1,956.00 ", $250.00 , $12.00 ," $23,472.00 "," $2,112.48 "," $21,359.52 "," $5,868.00 "," $15,491.52 ",01/01/2014,1, January ,2014
Small Business,Germany, VTT , Medium ," $2,659.00 ", $250.00 , $300.00 ," $7,97,700.00 "," $71,793.00 "," $7,25,907.00 "," $6,64,750.00 "," $61,157.00 ",01/02/2014,2, February ,2014
Government,United States of America, VTT , Medium ," $1,351.50 ", $250.00 , $350.00 ," $4,73,025.00 "," $42,572.25 "," $4,30,452.75 "," $3,51,390.00 "," $79,062.75 ",01/04/2014,4, April ,2014
Channel Partners,Germany, VTT , Medium , $880.00 , $250.00 , $12.00 ," $10,560.00 ", $950.40 ," $9,609.60 "," $2,640.00 "," $6,969.60 ",01/05/2014,5, May ,2014
Small Business,United States of America, VTT , Medium ," $1,867.00 ", $250.00 , $300.00 ," $5,60,100.00 "," $50,409.00 "," $5,09,691.00 "," $4,66,750.00 "," $42,941.00 ",01/09/2014,9, September ,2014
Channel Partners,France, VTT , Medium ," $2,234.00 ", $250.00 , $12.00 ," $26,808.00 "," $2,412.72 "," $24,395.28 "," $6,702.00 "," $17,693.28 ",01/09/2013,9, September ,2013
Midmarket,France, VTT , Medium ," $1,227.00 ", $250.00 , $15.00 ," $18,405.00 "," $1,656.45 "," $16,748.55 "," $12,270.00 "," $4,478.55 ",01/10/2014,10, October ,2014
Enterprise,Mexico, VTT , Medium , $877.00 , $250.00 , $125.00 ," $1,09,625.00 "," $9,866.25 "," $99,758.75 "," $1,05,240.00 "," $(5,481.25)",01/11/2014,11, November ,2014
Government,United States of America, Amarilla , Medium ," $2,071.00 ", $260.00 , $350.00 ," $7,24,850.00 "," $65,236.50 "," $6,59,613.50 "," $5,38,460.00 "," $1,21,153.50 ",01/09/2014,9, September ,2014
Government,Canada, Amarilla , Medium ," $1,269.00 ", $260.00 , $350.00 ," $4,44,150.00 "," $39,973.50 "," $4,04,176.50 "," $3,29,940.00 "," $74,236.50 ",01/10/2014,10, October ,2014
Midmarket,Germany, Amarilla , Medium , $970.00 , $260.00 , $15.00 ," $14,550.00 "," $1,309.50 "," $13,240.50 "," $9,700.00 "," $3,540.50 ",01/11/2013,11, November ,2013
Government,Mexico, Amarilla , Medium ," $1,694.00 ", $260.00 , $20.00 ," $33,880.00 "," $3,049.20 "," $30,830.80 "," $16,940.00 "," $13,890.80 ",01/11/2014,11, November ,2014
Government,Germany, Carretera , Medium , $663.00 , $3.00 , $20.00 ," $13,260.00 "," $1,193.40 "," $12,066.60 "," $6,630.00 "," $5,436.60 ",01/05/2014,5, May ,2014
Government,Canada, Carretera , Medium , $819.00 , $3.00 , $7.00 ," $5,733.00 ", $515.97 ," $5,217.03 "," $4,095.00 "," $1,122.03 ",01/07/2014,7, July ,2014
Channel Partners,Germany, Carretera , Medium ," $1,580.00 ", $3.00 , $12.00 ," $18,960.00 "," $1,706.40 "," $17,253.60 "," $4,740.00 "," $12,513.60 ",01/09/2014,9, September ,2014
Government,Mexico, Carretera , Medium , $521.00 , $3.00 , $7.00 ," $3,647.00 ", $328.23 ," $3,318.77 "," $2,605.00 ", $713.77 ,01/12/2014,12, December ,2014
Government,United States of America, Paseo , Medium , $973.00 , $10.00 , $20.00 ," $19,460.00 "," $1,751.40 "," $17,708.60 "," $9,730.00 "," $7,978.60 ",01/03/2014,3, March ,2014
Government,Mexico, Paseo , Medium ," $1,038.00 ", $10.00 , $20.00 ," $20,760.00 "," $1,868.40 "," $18,891.60 "," $10,380.00 "," $8,511.60 ",01/06/2014,6, June ,2014
Government,Germany, Paseo , Medium , $360.00 , $10.00 , $7.00 ," $2,520.00 ", $226.80 ," $2,293.20 "," $1,800.00 ", $493.20 ,01/10/2014,10, October ,2014
Channel Partners,France, Velo , Medium ," $1,967.00 ", $120.00 , $12.00 ," $23,604.00 "," $2,124.36 "," $21,479.64 "," $5,901.00 "," $15,578.64 ",01/03/2014,3, March ,2014
Midmarket,Mexico, Velo , Medium ," $2,628.00 ", $120.00 , $15.00 ," $39,420.00 "," $3,547.80 "," $35,872.20 "," $26,280.00 "," $9,592.20 ",01/04/2014,4, April ,2014
Government,Germany, VTT , Medium , $360.00 , $250.00 , $7.00 ," $2,520.00 ", $226.80 ," $2,293.20 "," $1,800.00 ", $493.20 ,01/10/2014,10, October ,2014
Government,France, VTT , Medium ," $2,682.00 ", $250.00 , $20.00 ," $53,640.00 "," $4,827.60 "," $48,812.40 "," $26,820.00 "," $21,992.40 ",01/11/2013,11, November ,2013
Government,Mexico, VTT , Medium , $521.00 , $250.00 , $7.00 ," $3,647.00 ", $328.23 ," $3,318.77 "," $2,605.00 ", $713.77 ,01/12/2014,12, December ,2014
Government,Mexico, Amarilla , Medium ," $1,038.00 ", $260.00 , $20.00 ," $20,760.00 "," $1,868.40 "," $18,891.60 "," $10,380.00 "," $8,511.60 ",01/06/2014,6, June ,2014
Midmarket,Canada, Amarilla , Medium ," $1,630.50 ", $260.00 , $15.00 ," $24,457.50 "," $2,201.18 "," $22,256.33 "," $16,305.00 "," $5,951.33 ",01/07/2014,7, July ,2014
Channel Partners,France, Amarilla , Medium , $306.00 , $260.00 , $12.00 ," $3,672.00 ", $330.48 ," $3,341.52 ", $918.00 ," $2,423.52 ",01/12/2013,12, December ,2013
Channel Partners,United States of America, Carretera , High , $386.00 , $3.00 , $12.00 ," $4,632.00 ", $463.20 ," $4,168.80 "," $1,158.00 "," $3,010.80 ",01/10/2013,10, October ,2013
Government,United States of America, Montana , High ," $2,328.00 ", $5.00 , $7.00 ," $16,296.00 "," $1,629.60 "," $14,666.40 "," $11,640.00 "," $3,026.40 ",01/09/2014,9, September ,2014
Channel Partners,United States of America, Paseo , High , $386.00 , $10.00 , $12.00 ," $4,632.00 ", $463.20 ," $4,168.80 "," $1,158.00 "," $3,010.80 ",01/10/2013,10, October ,2013
Enterprise,United States of America, Carretera , High ," $3,445.50 ", $3.00 , $125.00 ," $4,30,687.50 "," $43,068.75 "," $3,87,618.75 "," $4,13,460.00 "," $(25,841.25)",01/04/2014,4, April ,2014
Enterprise,France, Carretera , High ," $1,482.00 ", $3.00 , $125.00 ," $1,85,250.00 "," $18,525.00 "," $1,66,725.00 "," $1,77,840.00 "," $(11,115.00)",01/12/2013,12, December ,2013
Government,United States of America, Montana , High ," $2,313.00 ", $5.00 , $350.00 ," $8,09,550.00 "," $80,955.00 "," $7,28,595.00 "," $6,01,380.00 "," $1,27,215.00 ",01/05/2014,5, May ,2014
Enterprise,United States of America, Montana , High ," $1,804.00 ", $5.00 , $125.00 ," $2,25,500.00 "," $22,550.00 "," $2,02,950.00 "," $2,16,480.00 "," $(13,530.00)",01/11/2013,11, November ,2013
Midmarket,France, Montana , High ," $2,072.00 ", $5.00 , $15.00 ," $31,080.00 "," $3,108.00 "," $27,972.00 "," $20,720.00 "," $7,252.00 ",01/12/2014,12, December ,2014
Government,France, Paseo , High ," $1,954.00 ", $10.00 , $20.00 ," $39,080.00 "," $3,908.00 "," $35,172.00 "," $19,540.00 "," $15,632.00 ",01/03/2014,3, March ,2014
Small Business,Mexico, Paseo , High , $591.00 , $10.00 , $300.00 ," $1,77,300.00 "," $17,730.00 "," $1,59,570.00 "," $1,47,750.00 "," $11,820.00 ",01/05/2014,5, May ,2014
Midmarket,France, Paseo , High ," $2,167.00 ", $10.00 , $15.00 ," $32,505.00 "," $3,250.50 "," $29,254.50 "," $21,670.00 "," $7,584.50 ",01/10/2013,10, October ,2013
Government,Germany, Paseo , High , $241.00 , $10.00 , $20.00 ," $4,820.00 ", $482.00 ," $4,338.00 "," $2,410.00 "," $1,928.00 ",01/10/2014,10, October ,2014
Midmarket,Germany, Velo , High , $681.00 , $120.00 , $15.00 ," $10,215.00 "," $1,021.50 "," $9,193.50 "," $6,810.00 "," $2,383.50 ",01/01/2014,1, January ,2014
Midmarket,Germany, Velo , High , $510.00 , $120.00 , $15.00 ," $7,650.00 ", $765.00 ," $6,885.00 "," $5,100.00 "," $1,785.00 ",01/04/2014,4, April ,2014
Midmarket,United States of America, Velo , High , $790.00 , $120.00 , $15.00 ," $11,850.00 "," $1,185.00 "," $10,665.00 "," $7,900.00 "," $2,765.00 ",01/05/2014,5, May ,2014
Government,France, Velo , High , $639.00 , $120.00 , $350.00 ," $2,23,650.00 "," $22,365.00 "," $2,01,285.00 "," $1,66,140.00 "," $35,145.00 ",01/07/2014,7, July ,2014
Enterprise,United States of America, Velo , High ," $1,596.00 ", $120.00 , $125.00 ," $1,99,500.00 "," $19,950.00 "," $1,79,550.00 "," $1,91,520.00 "," $(11,970.00)",01/09/2014,9, September ,2014
Small Business,United States of America, Velo , High ," $2,294.00 ", $120.00 , $300.00 ," $6,88,200.00 "," $68,820.00 "," $6,19,380.00 "," $5,73,500.00 "," $45,880.00 ",01/10/2013,10, October ,2013
Government,Germany, Velo , High , $241.00 , $120.00 , $20.00 ," $4,820.00 ", $482.00 ," $4,338.00 "," $2,410.00 "," $1,928.00 ",01/10/2014,10, October ,2014
Government,Germany, Velo , High ," $2,665.00 ", $120.00 , $7.00 ," $18,655.00 "," $1,865.50 "," $16,789.50 "," $13,325.00 "," $3,464.50 ",01/11/2014,11, November ,2014
Enterprise,Canada, Velo , High ," $1,916.00 ", $120.00 , $125.00 ," $2,39,500.00 "," $23,950.00 "," $2,15,550.00 "," $2,29,920.00 "," $(14,370.00)",01/12/2013,12, December ,2013
Small Business,France, Velo , High , $853.00 , $120.00 , $300.00 ," $2,55,900.00 "," $25,590.00 "," $2,30,310.00 "," $2,13,250.00 "," $17,060.00 ",01/12/2014,12, December ,2014
Enterprise,Mexico, VTT , High , $341.00 , $250.00 , $125.00 ," $42,625.00 "," $4,262.50 "," $38,362.50 "," $40,920.00 "," $(2,557.50)",01/05/2014,5, May ,2014
Midmarket,Mexico, VTT , High , $641.00 , $250.00 , $15.00 ," $9,615.00 ", $961.50 ," $8,653.50 "," $6,410.00 "," $2,243.50 ",01/07/2014,7, July ,2014
Government,United States of America, VTT , High ," $2,807.00 ", $250.00 , $350.00 ," $9,82,450.00 "," $98,245.00 "," $8,84,205.00 "," $7,29,820.00 "," $1,54,385.00 ",01/08/2014,8, August ,2014
Small Business,Mexico, VTT , High , $432.00 , $250.00 , $300.00 ," $1,29,600.00 "," $12,960.00 "," $1,16,640.00 "," $1,08,000.00 "," $8,640.00 ",01/09/2014,9, September ,2014
Small Business,United States of America, VTT , High ," $2,294.00 ", $250.00 , $300.00 ," $6,88,200.00 "," $68,820.00 "," $6,19,380.00 "," $5,73,500.00 "," $45,880.00 ",01/10/2013,10, October ,2013
Midmarket,France, VTT , High ," $2,167.00 ", $250.00 , $15.00 ," $32,505.00 "," $3,250.50 "," $29,254.50 "," $21,670.00 "," $7,584.50 ",01/10/2013,10, October ,2013
Enterprise,Canada, VTT , High ," $2,529.00 ", $250.00 , $125.00 ," $3,16,125.00 "," $31,612.50 "," $2,84,512.50 "," $3,03,480.00 "," $(18,967.50)",01/11/2014,11, November ,2014
Government,Germany, VTT , High ," $1,870.00 ", $250.00 , $350.00 ," $6,54,500.00 "," $65,450.00 "," $5,89,050.00 "," $4,86,200.00 "," $1,02,850.00 ",01/12/2013,12, December ,2013
Enterprise,United States of America, Amarilla , High , $579.00 , $260.00 , $125.00 ," $72,375.00 "," $7,237.50 "," $65,137.50 "," $69,480.00 "," $(4,342.50)",01/01/2014,1, January ,2014
Government,Canada, Amarilla , High ," $2,240.00 ", $260.00 , $350.00 ," $7,84,000.00 "," $78,400.00 "," $7,05,600.00 "," $5,82,400.00 "," $1,23,200.00 ",01/02/2014,2, February ,2014
Small Business,United States of America, Amarilla , High ," $2,993.00 ", $260.00 , $300.00 ," $8,97,900.00 "," $89,790.00 "," $8,08,110.00 "," $7,48,250.00 "," $59,860.00 ",01/03/2014,3, March ,2014
Channel Partners,Canada, Amarilla , High ," $3,520.50 ", $260.00 , $12.00 ," $42,246.00 "," $4,224.60 "," $38,021.40 "," $10,561.50 "," $27,459.90 ",01/04/2014,4, April ,2014
Government,Mexico, Amarilla , High ," $2,039.00 ", $260.00 , $20.00 ," $40,780.00 "," $4,078.00 "," $36,702.00 "," $20,390.00 "," $16,312.00 ",01/05/2014,5, May ,2014
Channel Partners,Germany, Amarilla , High ," $2,574.00 ", $260.00 , $12.00 ," $30,888.00 "," $3,088.80 "," $27,799.20 "," $7,722.00 "," $20,077.20 ",01/08/2014,8, August ,2014
Government,Canada, Amarilla , High , $707.00 , $260.00 , $350.00 ," $2,47,450.00 "," $24,745.00 "," $2,22,705.00 "," $1,83,820.00 "," $38,885.00 ",01/09/2014,9, September ,2014
Midmarket,France, Amarilla , High ," $2,072.00 ", $260.00 , $15.00 ," $31,080.00 "," $3,108.00 "," $27,972.00 "," $20,720.00 "," $7,252.00 ",01/12/2014,12, December ,2014
Small Business,France, Amarilla , High , $853.00 , $260.00 , $300.00 ," $2,55,900.00 "," $25,590.00 "," $2,30,310.00 "," $2,13,250.00 "," $17,060.00 ",01/12/2014,12, December ,2014
Channel Partners,France, Carretera , High ," $1,198.00 ", $3.00 , $12.00 ," $14,376.00 "," $1,581.36 "," $12,794.64 "," $3,594.00 "," $9,200.64 ",01/10/2013,10, October ,2013
Government,France, Paseo , High ," $2,532.00 ", $10.00 , $7.00 ," $17,724.00 "," $1,949.64 "," $15,774.36 "," $12,660.00 "," $3,114.36 ",01/04/2014,4, April ,2014
Channel Partners,France, Paseo , High ," $1,198.00 ", $10.00 , $12.00 ," $14,376.00 "," $1,581.36 "," $12,794.64 "," $3,594.00 "," $9,200.64 ",01/10/2013,10, October ,2013
Midmarket,Canada, Velo , High , $384.00 , $120.00 , $15.00 ," $5,760.00 ", $633.60 ," $5,126.40 "," $3,840.00 "," $1,286.40 ",01/01/2014,1, January ,2014
Channel Partners,Germany, Velo , High , $472.00 , $120.00 , $12.00 ," $5,664.00 ", $623.04 ," $5,040.96 "," $1,416.00 "," $3,624.96 ",01/10/2014,10, October ,2014
Government,United States of America, VTT , High ," $1,579.00 ", $250.00 , $7.00 ," $11,053.00 "," $1,215.83 "," $9,837.17 "," $7,895.00 "," $1,942.17 ",01/03/2014,3, March ,2014
Channel Partners,Mexico, VTT , High ," $1,005.00 ", $250.00 , $12.00 ," $12,060.00 "," $1,326.60 "," $10,733.40 "," $3,015.00 "," $7,718.40 ",01/09/2013,9, September ,2013
Midmarket,United States of America, Amarilla , High ," $3,199.50 ", $260.00 , $15.00 ," $47,992.50 "," $5,279.18 "," $42,713.33 "," $31,995.00 "," $10,718.33 ",01/07/2014,7, July ,2014
Channel Partners,Germany, Amarilla , High , $472.00 , $260.00 , $12.00 ," $5,664.00 ", $623.04 ," $5,040.96 "," $1,416.00 "," $3,624.96 ",01/10/2014,10, October ,2014
Channel Partners,Canada, Carretera , High ," $1,937.00 ", $3.00 , $12.00 ," $23,244.00 "," $2,556.84 "," $20,687.16 "," $5,811.00 "," $14,876.16 ",01/02/2014,2, February ,2014
Government,Germany, Carretera , High , $792.00 , $3.00 , $350.00 ," $2,77,200.00 "," $30,492.00 "," $2,46,708.00 "," $2,05,920.00 "," $40,788.00 ",01/03/2014,3, March ,2014
Small Business,Germany, Carretera , High ," $2,811.00 ", $3.00 , $300.00 ," $8,43,300.00 "," $92,763.00 "," $7,50,537.00 "," $7,02,750.00 "," $47,787.00 ",01/07/2014,7, July ,2014
Enterprise,France, Carretera , High ," $2,441.00 ", $3.00 , $125.00 ," $3,05,125.00 "," $33,563.75 "," $2,71,561.25 "," $2,92,920.00 "," $(21,358.75)",01/10/2014,10, October ,2014
Midmarket,Canada, Carretera , High ," $1,560.00 ", $3.00 , $15.00 ," $23,400.00 "," $2,574.00 "," $20,826.00 "," $15,600.00 "," $5,226.00 ",01/11/2013,11, November ,2013
Government,Mexico, Carretera , High ," $2,706.00 ", $3.00 , $7.00 ," $18,942.00 "," $2,083.62 "," $16,858.38 "," $13,530.00 "," $3,328.38 ",01/11/2013,11, November ,2013
Government,Germany, Montana , High , $766.00 , $5.00 , $350.00 ," $2,68,100.00 "," $29,491.00 "," $2,38,609.00 "," $1,99,160.00 "," $39,449.00 ",01/01/2014,1, January ,2014
Government,Germany, Montana , High ," $2,992.00 ", $5.00 , $20.00 ," $59,840.00 "," $6,582.40 "," $53,257.60 "," $29,920.00 "," $23,337.60 ",01/10/2013,10, October ,2013
Midmarket,Mexico, Montana , High ," $2,157.00 ", $5.00 , $15.00 ," $32,355.00 "," $3,559.05 "," $28,795.95 "," $21,570.00 "," $7,225.95 ",01/12/2014,12, December ,2014
Small Business,Canada, Paseo , High , $873.00 , $10.00 , $300.00 ," $2,61,900.00 "," $28,809.00 "," $2,33,091.00 "," $2,18,250.00 "," $14,841.00 ",01/01/2014,1, January ,2014
Government,Mexico, Paseo , High ," $1,122.00 ", $10.00 , $20.00 ," $22,440.00 "," $2,468.40 "," $19,971.60 "," $11,220.00 "," $8,751.60 ",01/03/2014,3, March ,2014
Government,Canada, Paseo , High ," $2,104.50 ", $10.00 , $350.00 ," $7,36,575.00 "," $81,023.25 "," $6,55,551.75 "," $5,47,170.00 "," $1,08,381.75 ",01/07/2014,7, July ,2014
Channel Partners,Canada, Paseo , High ," $4,026.00 ", $10.00 , $12.00 ," $48,312.00 "," $5,314.32 "," $42,997.68 "," $12,078.00 "," $30,919.68 ",01/07/2014,7, July ,2014
Channel Partners,France, Paseo , High ," $2,425.50 ", $10.00 , $12.00 ," $29,106.00 "," $3,201.66 "," $25,904.34 "," $7,276.50 "," $18,627.84 ",01/07/2014,7, July ,2014
Government,Canada, Paseo , High ," $2,394.00 ", $10.00 , $20.00 ," $47,880.00 "," $5,266.80 "," $42,613.20 "," $23,940.00 "," $18,673.20 ",01/08/2014,8, August ,2014
Midmarket,Mexico, Paseo , High ," $1,984.00 ", $10.00 , $15.00 ," $29,760.00 "," $3,273.60 "," $26,486.40 "," $19,840.00 "," $6,646.40 ",01/08/2014,8, August ,2014
Enterprise,France, Paseo , High ," $2,441.00 ", $10.00 , $125.00 ," $3,05,125.00 "," $33,563.75 "," $2,71,561.25 "," $2,92,920.00 "," $(21,358.75)",01/10/2014,10, October ,2014
Government,Germany, Paseo , High ," $2,992.00 ", $10.00 , $20.00 ," $59,840.00 "," $6,582.40 "," $53,257.60 "," $29,920.00 "," $23,337.60 ",01/10/2013,10, October ,2013
Small Business,Canada, Paseo , High ," $1,366.00 ", $10.00 , $300.00 ," $4,09,800.00 "," $45,078.00 "," $3,64,722.00 "," $3,41,500.00 "," $23,222.00 ",01/11/2014,11, November ,2014
Government,France, Velo , High ," $2,805.00 ", $120.00 , $20.00 ," $56,100.00 "," $6,171.00 "," $49,929.00 "," $28,050.00 "," $21,879.00 ",01/09/2013,9, September ,2013
Midmarket,Mexico, Velo , High , $655.00 , $120.00 , $15.00 ," $9,825.00 "," $1,080.75 "," $8,744.25 "," $6,550.00 "," $2,194.25 ",01/09/2013,9, September ,2013
Government,Mexico, Velo , High , $344.00 , $120.00 , $350.00 ," $1,20,400.00 "," $13,244.00 "," $1,07,156.00 "," $89,440.00 "," $17,716.00 ",01/10/2013,10, October ,2013
Government,Canada, Velo , High ," $1,808.00 ", $120.00 , $7.00 ," $12,656.00 "," $1,392.16 "," $11,263.84 "," $9,040.00 "," $2,223.84 ",01/11/2014,11, November ,2014
Channel Partners,France, VTT , High ," $1,734.00 ", $250.00 , $12.00 ," $20,808.00 "," $2,288.88 "," $18,519.12 "," $5,202.00 "," $13,317.12 ",01/01/2014,1, January ,2014
Enterprise,Mexico, VTT , High , $554.00 , $250.00 , $125.00 ," $69,250.00 "," $7,617.50 "," $61,632.50 "," $66,480.00 "," $(4,847.50)",01/01/2014,1, January ,2014
Government,Canada, VTT , High ," $2,935.00 ", $250.00 , $20.00 ," $58,700.00 "," $6,457.00 "," $52,243.00 "," $29,350.00 "," $22,893.00 ",01/11/2013,11, November ,2013
Enterprise,Germany, Amarilla , High ," $3,165.00 ", $260.00 , $125.00 ," $3,95,625.00 "," $43,518.75 "," $3,52,106.25 "," $3,79,800.00 "," $(27,693.75)",01/01/2014,1, January ,2014
Government,Mexico, Amarilla , High ," $2,629.00 ", $260.00 , $20.00 ," $52,580.00 "," $5,783.80 "," $46,796.20 "," $26,290.00 "," $20,506.20 ",01/01/2014,1, January ,2014
Enterprise,France, Amarilla , High ," $1,433.00 ", $260.00 , $125.00 ," $1,79,125.00 "," $19,703.75 "," $1,59,421.25 "," $1,71,960.00 "," $(12,538.75)",01/05/2014,5, May ,2014
Enterprise,Mexico, Amarilla , High , $947.00 , $260.00 , $125.00 ," $1,18,375.00 "," $13,021.25 "," $1,05,353.75 "," $1,13,640.00 "," $(8,286.25)",01/09/2013,9, September ,2013
Government,Mexico, Amarilla , High , $344.00 , $260.00 , $350.00 ," $1,20,400.00 "," $13,244.00 "," $1,07,156.00 "," $89,440.00 "," $17,716.00 ",01/10/2013,10, October ,2013
Midmarket,Mexico, Amarilla , High ," $2,157.00 ", $260.00 , $15.00 ," $32,355.00 "," $3,559.05 "," $28,795.95 "," $21,570.00 "," $7,225.95 ",01/12/2014,12, December ,2014
Government,United States of America, Paseo , High , $380.00 , $10.00 , $7.00 ," $2,660.00 ", $292.60 ," $2,367.40 "," $1,900.00 ", $467.40 ,01/09/2013,9, September ,2013
Government,Mexico, Carretera , High , $886.00 , $3.00 , $350.00 ," $3,10,100.00 "," $37,212.00 "," $2,72,888.00 "," $2,30,360.00 "," $42,528.00 ",01/06/2014,6, June ,2014
Enterprise,Canada, Carretera , High ," $2,416.00 ", $3.00 , $125.00 ," $3,02,000.00 "," $36,240.00 "," $2,65,760.00 "," $2,89,920.00 "," $(24,160.00)",01/09/2013,9, September ,2013
Enterprise,Mexico, Carretera , High ," $2,156.00 ", $3.00 , $125.00 ," $2,69,500.00 "," $32,340.00 "," $2,37,160.00 "," $2,58,720.00 "," $(21,560.00)",01/10/2014,10, October ,2014
Midmarket,Canada, Carretera , High ," $2,689.00 ", $3.00 , $15.00 ," $40,335.00 "," $4,840.20 "," $35,494.80 "," $26,890.00 "," $8,604.80 ",01/11/2014,11, November ,2014
Midmarket,United States of America, Montana , High , $677.00 , $5.00 , $15.00 ," $10,155.00 "," $1,218.60 "," $8,936.40 "," $6,770.00 "," $2,166.40 ",01/03/2014,3, March ,2014
Small Business,France, Montana , High ," $1,773.00 ", $5.00 , $300.00 ," $5,31,900.00 "," $63,828.00 "," $4,68,072.00 "," $4,43,250.00 "," $24,822.00 ",01/04/2014,4, April ,2014
Government,Mexico, Montana , High ," $2,420.00 ", $5.00 , $7.00 ," $16,940.00 "," $2,032.80 "," $14,907.20 "," $12,100.00 "," $2,807.20 ",01/09/2014,9, September ,2014
Government,Canada, Montana , High ," $2,734.00 ", $5.00 , $7.00 ," $19,138.00 "," $2,296.56 "," $16,841.44 "," $13,670.00 "," $3,171.44 ",01/10/2014,10, October ,2014
Government,Mexico, Montana , High ," $1,715.00 ", $5.00 , $20.00 ," $34,300.00 "," $4,116.00 "," $30,184.00 "," $17,150.00 "," $13,034.00 ",01/10/2013,10, October ,2013
Small Business,France, Montana , High ," $1,186.00 ", $5.00 , $300.00 ," $3,55,800.00 "," $42,696.00 "," $3,13,104.00 "," $2,96,500.00 "," $16,604.00 ",01/12/2013,12, December ,2013
Small Business,United States of America, Paseo , High ," $3,495.00 ", $10.00 , $300.00 ," $10,48,500.00 "," $1,25,820.00 "," $9,22,680.00 "," $8,73,750.00 "," $48,930.00 ",01/01/2014,1, January ,2014
Government,Mexico, Paseo , High , $886.00 , $10.00 , $350.00 ," $3,10,100.00 "," $37,212.00 "," $2,72,888.00 "," $2,30,360.00 "," $42,528.00 ",01/06/2014,6, June ,2014
Enterprise,Mexico, Paseo , High ," $2,156.00 ", $10.00 , $125.00 ," $2,69,500.00 "," $32,340.00 "," $2,37,160.00 "," $2,58,720.00 "," $(21,560.00)",01/10/2014,10, October ,2014
Government,Mexico, Paseo , High , $905.00 , $10.00 , $20.00 ," $18,100.00 "," $2,172.00 "," $15,928.00 "," $9,050.00 "," $6,878.00 ",01/10/2014,10, October ,2014
Government,Mexico, Paseo , High ," $1,715.00 ", $10.00 , $20.00 ," $34,300.00 "," $4,116.00 "," $30,184.00 "," $17,150.00 "," $13,034.00 ",01/10/2013,10, October ,2013
Government,France, Paseo , High ," $1,594.00 ", $10.00 , $350.00 ," $5,57,900.00 "," $66,948.00 "," $4,90,952.00 "," $4,14,440.00 "," $76,512.00 ",01/11/2014,11, November ,2014
Small Business,Germany, Paseo , High ," $1,359.00 ", $10.00 , $300.00 ," $4,07,700.00 "," $48,924.00 "," $3,58,776.00 "," $3,39,750.00 "," $19,026.00 ",01/11/2014,11, November ,2014
Small Business,Mexico, Paseo , High ," $2,150.00 ", $10.00 , $300.00 ," $6,45,000.00 "," $77,400.00 "," $5,67,600.00 "," $5,37,500.00 "," $30,100.00 ",01/11/2014,11, November ,2014
Government,Mexico, Paseo , High ," $1,197.00 ", $10.00 , $350.00 ," $4,18,950.00 "," $50,274.00 "," $3,68,676.00 "," $3,11,220.00 "," $57,456.00 ",01/11/2014,11, November ,2014
